Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,0.017262819106137077,0.012591409409386856,0.0,0.2213805095637711,0.0,0.2864592094196804,0.23749246534056662,0.04556562397890387
2000-01-02,0.016677638797454465,0.012796108461485156,0.0,0.23040749981099268,0.0,0.4043734230445753,0.3652802893309223,0.08759681717144291
2000-01-03,0.016165606027357178,0.01643153139068043,0.09419837804117279,0.18179481363876918,0.0,0.5290159798149706,0.4597146875627889,0.13700061208241485
2000-01-04,0.018725769877843614,0.021791987079782693,0.1793512164691204,0.18410826340061995,0.0,0.5655172413793104,0.5035161744022504,0.16821681523855106
2000-01-05,0.024211835271743108,0.026491200358465194,0.18075483468496567,0.16862478264156652,0.0,0.4910008410428932,0.45750452079566006,0.1361446171263421
2000-01-06,0.026406261429302906,0.026517392166312437,0.0,0.21165797232932637,0.0,0.3084945332211943,0.28691983122362874,0.06079865249826271
2000-01-07,0.024211835271743108,0.026517392166312437,0.0,0.23243365842594693,0.0,0.3471825063078217,0.31243721117138845,0.06770643975130125
2000-01-08,0.02084704849681808,0.03035751414760579,0.03680598877105427,0.14801542299841233,0.0,0.40672834314550044,0.4422342776773157,0.12717047645783766
2000-01-09,0.01938409772511155,0.03841008473251328,0.0,0.18840251001738867,0.0,0.35761143818334734,0.3707052441229657,0.09322061199037235
2000-01-10,0.018945212493599588,0.04044256902145804,0.0,0.21465184849172148,0.0,0.4585365853658537,0.4641350210970465,0.1427762769741959
2000-01-11,0.021651671421256673,0.04044256902145804,0.27105427323767933,0.15410901942995386,0.0,0.4667788057190917,0.4711673699015472,0.14668347975756016
2000-01-12,0.025674786043449638,0.04177714236899677,0.00046787273861509664,0.24779617449157026,0.0,0.5280067283431455,0.518987341772152,0.17911004137308956
2000-01-13,0.020554458342476774,0.05233606748943864,0.0,0.2634459817040901,0.0,0.37325483599663584,0.32790837854128996,0.07554385593512847
2000-01-14,0.017628556799063708,0.0543693576801636,0.0,0.2791713918500038,0.0,0.24423885618166527,0.16033755274261607,0.02758512777795675
2000-01-15,0.015799868334430547,0.0543693576801636,0.0,0.187616239510093,0.0,0.13187552565180827,0.1163351416515973,0.02076478086989337
2000-01-16,0.013971179869797382,0.06071301354076186,0.08998752339363691,0.18737431012323277,0.0,0.19158957106812446,0.12075547518585494,0.021740431034879493
2000-01-17,0.012873966791017481,0.06829453453530898,0.14410480349344976,0.23462614349436756,0.0,0.3148864592094197,0.18063090214988953,0.03232991702371474
2000-01-18,0.011996196327993564,0.06829453453530898,0.0,0.21134044000907237,0.0,0.1513877207737595,0.12859152099658433,0.02294618737085291
2000-01-19,0.01119157340355497,0.07463899629768722,0.0,0.33384743328041133,0.0,0.1952901597981497,0.0588708057062487,0.01153292128988315
